"carat","clarity","color","cut","price"
2.03,"SI1","G","Ideal",12618
0.31,"SI1","D","Good",571
1.22,"SI1","J","Very Good",5029
1,"VS2","E","Very Good",6315
0.28,"VVS1","D","Ideal",608
0.9,"VS1","F","Very Good",5324
1.59,"SI1","G","Very Good",11613
0.31,"VS2","F","Ideal",625
1,"SI2","E","Premium",4496
0.82,"SI1","H","Premium",2721
1.12,"VS1","G","Ideal",7632
1.5,"VS2","G","Very Good",18691
0.73,"SI1","F","Very Good",2703
1.37,"SI2","E","Premium",6751
0.73,"SI1","D","Premium",2498
0.4,"SI1","F","Very Good",737
1.02,"SI2","D","Premium",4912
0.54,"SI1","E","Premium",1375
2.12,"SI2","F","Very Good",17694
0.3,"VS1","F","Premium",844
0.26,"VVS1","G","Very Good",545
0.33,"VVS1","E","Ideal",1052
0.36,"VS1","H","Premium",810
0.8,"SI1","G","Ideal",2699
0.3,"VVS2","G","Ideal",665
0.54,"VVS2","F","Ideal",2333
0.34,"SI1","H","Ideal",490
0.35,"VVS2","F","Ideal",795
0.32,"VS2","H","Premium",648
0.71,"SI1","E","Premium",2552
0.93,"SI1","G","Ideal",5126
0.71,"SI1","I","Good",2165
1.51,"SI1","J","Premium",7822
0.3,"VVS1","H","Premium",878
0.24,"VVS2","F","Very Good",608
0.3,"SI1","I","Ideal",422
0.4,"VS1","G","Good",820
0.4,"VVS1","F","Ideal",1323
0.32,"SI2","G","Ideal",459
1.01,"SI2","F","Very Good",4017
0.32,"VVS1","H","Ideal",936
0.5,"VS2","H","Ideal",1349
1.51,"SI1","D","Ideal",11834
0.31,"SI1","G","Very Good",462
1.2,"VS2","D","Ideal",9935
0.5,"VS2","D","Premium",1752
0.32,"IF","G","Very Good",872
0.23,"VVS2","F","Very Good",530
0.51,"SI1","E","Ideal",1624
0.52,"SI1","E","Premium",1369
0.9,"VS2","E","Very Good",4062
1.34,"VS2","H","Ideal",7429
2.51,"SI2","I","Ideal",18037
0.32,"SI1","I","Premium",421
0.35,"VS2","F","Premium",706
2.21,"SI2","G","Ideal",15948
0.73,"VS2","D","Ideal",3319
0.31,"IF","G","Ideal",871
1.54,"VS1","G","Premium",13733
0.43,"SI1","F","Premium",1016
1.2,"SI2","G","Premium",5846
0.8,"SI2","F","Premium",2797
0.42,"SI1","D","Premium",1040
0.68,"VVS2","F","Very Good",3112
0.3,"VVS2","F","Premium",945
1.01,"VS2","G","Ideal",6964
0.9,"SI2","E","Good",3218
0.57,"VS2","E","Ideal",1949
0.73,"SI2","G","Ideal",2376
0.85,"SI1","E","Ideal",4089
1.03,"SI1","D","Ideal",5804
0.71,"SI1","E","Ideal",2704
1.06,"SI2","H","Ideal",4523
0.81,"SI1","J","Premium",2199
1.08,"SI2","G","Premium",4318
0.54,"SI1","G","Premium",1356
1.01,"VS1","E","Good",7127
0.32,"VS1","E","Ideal",758
0.51,"SI1","E","Ideal",1649
1.23,"SI1","I","Ideal",5855
1.65,"VS1","G","Ideal",15281
1.1,"VS2","G","Premium",7022
2.01,"SI2","E","Good",16733
0.53,"VS2","F","Very Good",1636
1.25,"VS2","J","Premium",3751
0.79,"SI1","F","Premium",2862
0.59,"VS1","G","Premium",1991
0.34,"VS2","G","Ideal",765
1.54,"VS2","F","Ideal",17029
0.32,"VS1","H","Ideal",720
0.52,"SI1","G","Very Good",1338
1.04,"SI2","G","Ideal",4455
0.58,"VS1","E","Ideal",1893
0.81,"SI2","G","Ideal",2459
0.51,"VVS1","G","Premium",1925
1.54,"IF","H","Premium",12308
0.53,"VS2","D","Ideal",1694
0.57,"SI1","H","Ideal",1292
1.56,"VS1","J","Premium",8324
0.35,"VS1","J","Premium",591
1.69,"VS2","F","Premium",14242
1.21,"SI1","E","Premium",7203
2.01,"SI1","J","Very Good",14125
0.41,"VS2","E","Very Good",910
0.31,"VVS1","G","Ideal",977
0.74,"VVS2","D","Fair",4040
0.9,"VS1","I","Good",3447
1.02,"I1","H","Fair",2999
0.55,"SI1","F","Very Good",1271
1.07,"IF","D","Very Good",17909
0.3,"VS2","D","Premium",911
1.52,"VVS2","J","Ideal",9541
0.3,"SI1","F","Ideal",475
1.02,"VS2","H","Very Good",4604
0.57,"VS2","D","Ideal",1963
0.34,"VS2","G","Ideal",765
0.77,"VS2","D","Very Good",3787
0.31,"VS1","G","Very Good",583
0.56,"VS1","E","Good",1938
1.72,"I1","F","Very Good",6962
0.32,"VS1","F","Premium",874
1.01,"SI2","J","Very Good",3906
0.71,"SI1","E","Premium",2817
0.25,"VVS1","G","Ideal",582
0.5,"SI1","D","Good",1169
0.91,"VS1","I","Premium",3620
1.02,"SI2","I","Ideal",4113
1.01,"SI2","H","Good",3971
0.71,"SI1","E","Very Good",2573
2.06,"SI1","H","Premium",14863
0.4,"SI1","E","Ideal",694
1,"VVS1","G","Premium",7644
0.51,"VS2","E","Ideal",1656
0.55,"VS2","F","Good",1624
1.11,"SI2","G","Ideal",4755
0.31,"VVS1","G","Ideal",816
1.04,"SI1","H","Ideal",4629
0.55,"VVS2","G","Ideal",2016
0.31,"SI1","D","Very Good",732
0.71,"SI1","G","Ideal",3007
0.23,"VVS1","E","Good",472
1.53,"SI2","H","Premium",6512
1,"SI1","D","Premium",5488
0.35,"VS2","I","Ideal",630
0.23,"VVS2","D","Very Good",458
0.35,"VVS1","H","Premium",798
0.29,"VS1","E","Very Good",499
1.01,"VS1","G","Premium",6932
2.04,"SI1","I","Very Good",16420
0.9,"VS1","D","Very Good",5757
1.14,"SI1","H","Ideal",5861
0.37,"SI1","F","Ideal",746
0.36,"VS1","E","Ideal",747
1.5,"SI2","I","Premium",7526
0.72,"VS1","J","Very Good",1988
0.24,"VVS2","E","Very Good",552
0.73,"VS2","H","Very Good",2430
0.51,"VS1","G","Premium",1591
1.56,"SI1","F","Ideal",11148
1.7,"VS1","J","Very Good",9683
1.1,"VS2","F","Very Good",7174
0.91,"SI1","E","Ideal",4132
0.36,"SI1","F","Very Good",641
1.13,"SI2","D","Premium",5376
1,"VS2","I","Good",4081
1.52,"SI1","H","Ideal",7729
0.53,"VS2","E","Ideal",1813
1.01,"SI1","E","Very Good",5224
0.7,"SI1","F","Very Good",2662
1.5,"VS1","J","Fair",7819
0.3,"VVS1","F","Ideal",854
0.31,"VVS2","H","Ideal",625
0.31,"VS2","D","Good",567
0.7,"SI1","F","Premium",2470
1.11,"VVS2","F","Premium",9377
2.22,"VS2","I","Ideal",18531
1.5,"VS1","H","Ideal",12702
0.41,"SI2","G","Ideal",648
0.3,"VS2","D","Ideal",911
0.4,"IF","G","Ideal",1229
1,"I1","G","Fair",1954
0.35,"SI1","F","Ideal",583
1.01,"VS2","I","Premium",4676
1.26,"SI2","H","Ideal",5998
1.02,"VS2","D","Premium",7389
0.74,"SI2","F","Very Good",2042
1.08,"VS2","D","Premium",7683
0.32,"VS2","I","Very Good",449
0.59,"VVS2","H","Ideal",1834
0.3,"VVS2","D","Ideal",965
1.27,"VS1","G","Ideal",9431
0.51,"VS2","D","Ideal",1787
1.51,"VS2","F","Premium",14334
1.07,"VS2","G","Ideal",7577
1.01,"VVS1","G","Ideal",8647
0.76,"IF","F","Premium",4223
0.38,"VS2","F","Good",752
0.4,"VS1","G","Fair",798
0.57,"VS1","G","Ideal",1815
0.39,"VS2","G","Ideal",787
0.51,"SI2","E","Very Good",1098
0.4,"VS2","G","Premium",1035
0.77,"VS2","G","Premium",2846
1.04,"SI2","G","Premium",4200
0.38,"VS1","E","Very Good",1000
0.3,"IF","G","Ideal",956
0.37,"SI2","G","Very Good",624
1.51,"SI1","D","Ideal",13588
0.55,"VS1","F","Ideal",1881
0.42,"VVS2","D","Ideal",1326
0.38,"IF","E","Ideal",1433
1.3,"SI2","H","Premium",6406
1.51,"SI1","G","Ideal",8283
0.46,"SI1","E","Premium",1035
0.7,"VVS1","H","Ideal",2827
0.92,"SI2","E","Premium",3679
0.71,"VS2","G","Very Good",2649
1.53,"SI2","I","Premium",7389
1.26,"VVS1","G","Ideal",11218
1.05,"VS2","G","Very Good",5917
0.7,"VS2","F","Very Good",2362
0.5,"SI2","D","Good",1157
0.7,"VS2","G","Good",2699
1.15,"SI2","H","Ideal",4315
0.9,"SI2","D","Premium",3578
0.32,"VVS1","F","Premium",1294
0.4,"VVS2","F","Ideal",1088
0.37,"VVS1","I","Premium",681
1.3,"VS2","I","Very Good",6290
0.3,"VS2","F","Premium",605
2.01,"SI1","E","Very Good",17676
0.26,"VVS2","E","Very Good",564
0.9,"SI1","D","Very Good",3997
0.44,"VVS2","E","Very Good",1274
1.57,"VS1","I","Ideal",10209
1.1,"SI1","G","Ideal",6837
0.58,"VS2","G","Ideal",1719
2.01,"SI1","J","Ideal",12209
1.03,"I1","H","Ideal",3230
0.39,"VS1","F","Ideal",913
0.75,"VS2","D","Ideal",3562
1.14,"SI1","H","Premium",4980
0.38,"VVS2","E","Ideal",947
1.32,"SI1","F","Premium",7683
0.3,"SI1","D","Ideal",552
0.31,"SI1","D","Very Good",732
0.78,"SI2","D","Ideal",3454
1.01,"SI2","G","Ideal",4383
0.35,"VS2","F","Ideal",706
0.26,"VS1","E","Ideal",556
0.31,"VS1","G","Ideal",587
0.9,"VS1","G","Very Good",4872
0.32,"VVS2","H","Ideal",619
1.01,"SI1","E","Premium",5749
0.71,"SI1","I","Ideal",2376
2.54,"SI2","I","Very Good",15394
2.01,"SI1","H","Premium",16733
1.71,"VS2","H","Ideal",10534
0.37,"VS1","G","Premium",746
0.9,"SI1","H","Premium",3387
0.53,"VVS2","E","Ideal",2288
0.51,"SI1","F","Fair",1052
0.32,"IF","D","Very Good",1171
0.4,"SI1","E","Ideal",882
1.01,"SI1","H","Very Good",5433
0.31,"VS2","D","Ideal",942
0.38,"VS2","H","Very Good",710
1.5,"SI2","J","Good",6306
1.71,"VS1","J","Ideal",10309
0.73,"VS2","G","Ideal",3389
0.41,"VVS2","I","Ideal",894
0.71,"VS2","D","Premium",2950
0.71,"VS2","J","Fair",1826
2.11,"SI2","I","Premium",13701
1.07,"SI2","D","Premium",4949
0.34,"VVS2","D","Premium",1052
0.97,"I1","I","Fair",2357
1.37,"VVS2","H","Ideal",9621
1,"VS2","G","Very Good",5227
0.31,"VS1","E","Ideal",734
1.09,"SI1","H","Ideal",4871
0.55,"VS2","I","Ideal",1393
0.54,"SI1","G","Premium",1389
0.58,"SI2","D","Good",1563
0.4,"VVS2","J","Ideal",662
0.3,"VS2","E","Premium",570
0.33,"VVS1","G","Ideal",838
0.7,"VS2","E","Ideal",2777
0.37,"VS2","F","Good",746
0.4,"VVS2","J","Ideal",662
0.77,"SI1","G","Very Good",2586
0.23,"VVS2","E","Very Good",478
0.32,"VVS2","D","Ideal",1107
0.9,"SI2","D","Good",3153
1.51,"SI1","I","Premium",8794
0.71,"SI1","F","Fair",2149
1.01,"VS2","E","Good",6221
0.29,"VVS2","G","Ideal",607
1.55,"SI1","H","Ideal",10960
0.7,"SI1","G","Very Good",2106
0.73,"VS2","J","Ideal",2054
1.76,"VS1","I","Ideal",11722
0.3,"VVS2","G","Ideal",687
0.4,"VVS2","E","Ideal",1158
0.72,"VS1","G","Premium",2646
1.83,"VS2","J","Ideal",11406
1.2,"VS2","H","Ideal",6956
1.04,"VS2","G","Ideal",6529
1.08,"SI2","G","Ideal",4544
0.41,"SI1","E","Very Good",705
0.54,"SI2","H","Very Good",1194
0.91,"VS2","J","Very Good",3258
0.8,"IF","F","Ideal",6674
1.18,"SI2","D","Premium",4211
0.55,"VS2","J","Ideal",1260
0.31,"VS2","I","Ideal",421
0.31,"SI2","E","Premium",558
0.5,"VS2","E","Premium",1676
0.7,"SI2","F","Good",2390
0.7,"SI2","F","Fair",1564
0.4,"SI1","E","Very Good",882
1.04,"VS2","H","Premium",4477
0.32,"VVS1","E","Ideal",827
0.58,"SI1","E","Premium",1641
0.51,"VS2","G","Premium",1443
1.26,"VS1","H","Ideal",8959
0.71,"VVS1","G","Ideal",3254
1.03,"SI1","D","Ideal",5804
1.04,"I1","H","Premium",3261
1.5,"VVS2","G","Premium",12821
1.03,"SI2","H","Premium",3749
0.5,"SI1","D","Very Good",1436
0.3,"VS2","H","Very Good",473
0.33,"VS1","H","Ideal",743
2.52,"SI1","I","Premium",18252
0.9,"SI1","F","Very Good",3854
0.41,"VVS1","G","Premium",1230
1.34,"SI1","H","Very Good",7636
0.41,"VS2","J","Ideal",637
0.41,"VS1","D","Ideal",1230
0.31,"VVS2","H","Ideal",609
0.25,"VVS1","G","Ideal",582
0.5,"SI1","E","Good",1217
1.01,"SI2","D","Premium",4672
0.9,"SI2","E","Fair",2982
0.7,"SI1","F","Premium",2423
0.7,"SI2","G","Premium",1875
1.02,"SI1","F","Good",5301
0.7,"SI1","F","Premium",2394
0.32,"VS2","F","Premium",828
2.18,"SI1","I","Premium",13263
1.2,"I1","E","Premium",3871
1.3,"VS2","G","Ideal",9060
1.52,"SI2","E","Ideal",9576
0.32,"VS2","D","Ideal",758
0.5,"VS2","E","Very Good",1629
0.52,"SI1","J","Ideal",896
0.98,"SI1","F","Good",4226
0.32,"VVS2","G","Ideal",936
1.01,"SI2","F","Very Good",4121
1.01,"SI2","F","Good",4004
0.51,"VS2","E","Good",1656
2.03,"SI1","I","Ideal",14548
0.3,"VS2","J","Ideal",384
0.45,"VVS1","F","Ideal",1833
0.3,"VVS1","G","Fair",790
0.9,"VS2","H","Very Good",4588
1.01,"SI1","F","Premium",4989
2.13,"SI2","H","Ideal",15288
0.5,"VS2","E","Ideal",1746
0.46,"VVS1","J","Ideal",1018
1.52,"SI1","H","Fair",7433
0.72,"SI1","G","Premium",2318
0.7,"SI1","F","Ideal",2382
2.42,"VS2","J","Premium",18615
1.21,"SI2","E","Good",5787
1.52,"VVS2","J","Good",8861
0.51,"VS2","J","Premium",1020
0.26,"VVS1","E","Very Good",554
0.93,"VS2","I","Very Good",3766
1.3,"VVS2","G","Ideal",11073
0.33,"VS2","F","Ideal",666
0.32,"VS1","G","Very Good",645
0.56,"SI1","D","Ideal",1729
0.25,"VVS1","E","Good",575
0.4,"VS1","E","Ideal",918
1.98,"VS2","I","Very Good",15083
0.64,"IF","H","Ideal",2420
1.01,"VS2","E","Very Good",6522
0.43,"SI2","D","Very Good",858
1.02,"SI2","H","Premium",4207
0.3,"VS2","E","Very Good",658
1.21,"VS2","I","Premium",4669
0.61,"SI1","E","Very Good",1726
0.9,"I1","E","Fair",2138
0.9,"SI2","F","Very Good",4441
2.23,"SI1","J","Premium",14258
0.71,"VS1","E","Ideal",3346
1.52,"SI2","D","Very Good",9781
1.76,"SI2","E","Premium",9580
0.41,"SI1","E","Good",755
1.28,"VS2","I","Good",5319
0.76,"SI2","H","Premium",1985
0.9,"SI1","F","Very Good",3950
0.4,"VS2","G","Good",816
0.56,"VS1","E","Ideal",2010
0.59,"SI1","G","Ideal",1431
0.93,"I1","E","Premium",2647
0.75,"SI1","D","Premium",3024
0.32,"SI1","D","Very Good",589
0.32,"VS2","I","Ideal",576
0.38,"VS2","D","Premium",998
0.33,"VS2","G","Premium",693
1.23,"VS2","I","Premium",5521
1.01,"SI1","G","Ideal",5006
1.01,"VS2","E","Very Good",6754
1,"SI1","H","Very Good",4830
0.33,"VS1","E","Ideal",781
1.18,"VS2","I","Fair",4553
0.66,"VVS2","D","Ideal",3915
0.33,"SI1","E","Very Good",579
0.9,"SI1","D","Very Good",3880
0.51,"SI1","F","Good",1312
0.33,"VS2","D","Ideal",692
0.33,"VS1","H","Premium",579
1.11,"SI2","F","Premium",4283
1.02,"SI2","D","Very Good",4583
0.45,"VVS1","J","Ideal",978
0.31,"VS2","H","Ideal",507
0.5,"VS2","D","Premium",1845
0.23,"VS1","D","Very Good",402
0.33,"IF","G","Premium",984
1.5,"VVS2","J","Very Good",8427
1.59,"SI1","I","Ideal",10106
2.14,"VS2","I","Premium",17193
0.34,"IF","D","Ideal",2287
0.41,"VS2","G","Premium",827
0.53,"VS1","E","Very Good",1844
0.9,"SI1","D","Fair",3945
0.33,"IF","H","Ideal",959
0.73,"VVS2","I","Premium",2496
1,"SI1","H","Good",4389
0.57,"SI2","H","Ideal",1077
0.52,"VS2","E","Good",1576
0.34,"VS1","F","Ideal",956
0.7,"VS2","H","Very Good",2330
2.04,"SI2","I","Very Good",14477
0.81,"SI2","E","Premium",2901
1.01,"SI1","D","Premium",5860
0.53,"VS2","E","Ideal",1721
0.91,"I1","E","Premium",2464
1.01,"SI1","F","Good",4899
0.24,"VVS2","D","Very Good",552
0.76,"SI2","E","Good",2680
0.71,"VS2","I","Ideal",2265
0.35,"VVS2","F","Ideal",956
0.6,"VS2","G","Ideal",1861
0.34,"SI1","F","Premium",566
0.31,"VVS2","H","Premium",802
0.9,"SI1","D","Very Good",4304
1.17,"VS1","G","Ideal",8639
0.7,"VS2","E","Ideal",3504
0.54,"VS1","I","Ideal",1304
0.54,"VS2","F","Very Good",1662
1.51,"VS1","I","Very Good",9640
1.52,"SI1","D","Premium",12823
1.06,"VS1","F","Good",7699
0.57,"VS2","G","Very Good",1617
1.11,"SI2","I","Very Good",3882
1.07,"SI1","F","Premium",5436
1.66,"SI2","J","Ideal",6377
0.54,"SI2","E","Very Good",1278
1.66,"I1","F","Ideal",6135
1.14,"SI1","G","Premium",5424
0.7,"SI1","D","Good",2525
0.61,"VS1","E","Ideal",3004
0.59,"SI1","D","Ideal",1821
1.09,"SI2","E","Ideal",5035
0.9,"SI1","E","Ideal",4092
1.59,"SI1","F","Good",11716
0.59,"SI1","E","Ideal",1664
0.5,"VS2","D","Premium",1845
0.41,"VVS2","H","Very Good",873
0.7,"VS1","G","Premium",2535
0.7,"VS2","I","Ideal",2240
0.24,"VVS2","E","Very Good",608
0.46,"VS2","D","Very Good",1030
0.33,"VS2","I","Very Good",463
1.03,"SI2","G","Ideal",4557
0.54,"SI1","F","Ideal",1385
1.01,"VS1","E","Very Good",7366
0.34,"VS2","G","Ideal",765
0.31,"VS2","G","Very Good",698
0.33,"IF","H","Ideal",838
0.71,"SI1","G","Ideal",2751
0.66,"VS1","H","Very Good",1978
0.71,"VS1","F","Ideal",3041
0.52,"I1","D","Ideal",971
1.08,"VS2","D","Ideal",8481
0.32,"VS1","G","Premium",828
0.4,"VVS1","I","Premium",842
1,"VVS2","F","Ideal",8958
0.72,"SI2","E","Ideal",2345
1.14,"SI1","H","Good",5487
1.53,"SI1","H","Ideal",8289
1.2,"VVS1","G","Ideal",9009
0.7,"VS2","G","Premium",2314
0.33,"VS1","G","Premium",854
1.51,"VS2","F","Very Good",14165
1.58,"SI2","D","Premium",10934
1.24,"SI2","H","Very Good",5725
0.41,"VVS2","H","Ideal",961
0.7,"VS2","F","Premium",2838
0.31,"SI1","D","Good",571
1.18,"VVS2","G","Premium",7881
1.02,"VVS2","F","Fair",6863
0.38,"VVS2","H","Ideal",1069
0.32,"VS1","G","Ideal",828
1.35,"VS2","H","Ideal",9462
0.51,"VS2","D","Premium",1928
1.5,"SI1","H","Very Good",7708
0.51,"SI1","H","Good",1119
0.41,"SI1","G","Very Good",735
0.73,"VS1","E","Premium",2826
0.3,"VS2","D","Ideal",911
0.3,"VS1","I","Ideal",518
0.33,"VVS1","G","Premium",1114
1.08,"SI2","H","Ideal",4344
1.28,"SI1","H","Premium",6595
0.38,"VVS2","E","Ideal",1100
1.02,"VS1","H","Premium",5569
0.45,"VVS1","H","Ideal",1178
0.54,"VS2","D","Very Good",1786
1.7,"VS1","I","Ideal",12209
0.3,"VS1","G","Ideal",776
0.56,"SI2","E","Very Good",1259
1.01,"VS1","E","Premium",7964
1.24,"SI2","G","Fair",4058
2.06,"I1","F","Premium",9967
0.71,"VS2","G","Good",2599
0.52,"VVS2","G","Ideal",2012
0.41,"VVS1","E","Ideal",1221
0.3,"SI1","D","Ideal",709
0.36,"VS2","D","Premium",1094
1.01,"SI1","G","Good",4672
1.51,"VVS2","J","Ideal",9334
0.3,"VS2","E","Ideal",844
0.7,"VS2","G","Good",2488
1.53,"SI1","E","Very Good",12386
0.31,"VVS2","E","Ideal",791
0.32,"SI1","I","Ideal",450
0.5,"VS1","D","Premium",1807
0.26,"VVS1","F","Ideal",769
0.9,"SI2","H","Good",3024
1.51,"SI1","G","Fair",8681
0.31,"SI1","D","Good",571
1.02,"VS1","F","Good",7068
1.01,"VVS2","D","Ideal",11015
0.32,"VVS2","E","Ideal",1010
0.72,"SI2","D","Ideal",3176
0.33,"IF","H","Ideal",838
0.34,"VVS2","E","Very Good",819
0.23,"VVS2","F","Ideal",530
0.76,"SI1","I","Good",2326
1.13,"SI2","E","Premium",3898
1.23,"SI2","F","Premium",5841
1.2,"SI1","H","Premium",6451
0.31,"SI1","E","Ideal",542
1.18,"SI2","E","Ideal",4885
0.76,"VS2","J","Very Good",2206
0.7,"SI1","H","Premium",2331
0.3,"VS1","D","Very Good",742
0.9,"VS1","F","Good",4508
0.72,"VS2","E","Premium",2903
1.01,"SI1","E","Premium",5311
0.33,"VVS2","H","Ideal",666
2.46,"SI2","E","Premium",10470
1.05,"SI1","F","Fair",5186
0.56,"SI1","G","Ideal",1345
1.02,"VVS2","F","Ideal",9212
2.08,"SI2","I","Ideal",15132
0.53,"SI1","D","Premium",1753
1.1,"VS1","F","Ideal",9669
0.54,"VS1","G","Premium",1760
1,"SI1","H","Premium",3511
0.9,"VS2","I","Good",3246
0.72,"VS2","H","Premium",2484
0.43,"VS2","F","Very Good",905
1.03,"SI2","E","Premium",4845
0.51,"SI1","F","Ideal",1394
1.5,"SI1","H","Good",9336
0.53,"VS2","D","Ideal",1809
0.71,"SI2","E","Good",2120
0.43,"SI1","D","Premium",774
2.02,"SI1","H","Premium",17489
0.38,"SI1","H","Ideal",834
2.1,"VS2","J","Very Good",13340
0.71,"SI1","E","Very Good",2606
0.71,"VS1","E","Ideal",3354
0.41,"VS2","E","Ideal",999
0.72,"SI2","G","Ideal",2170
1.01,"SI1","F","Ideal",5140
0.52,"VS2","D","Ideal",1919
0.97,"SI2","F","Ideal",3569
0.96,"SI1","E","Premium",4864
2,"SI2","G","Fair",14208
0.95,"SI2","D","Fair",3384
0.54,"VVS2","E","Ideal",2375
0.71,"SI1","E","Premium",2441
0.55,"SI1","D","Premium",1698
3.01,"SI2","I","Good",18242
1.07,"VS2","G","Premium",6022
0.55,"VVS2","E","Very Good",2238
0.34,"SI1","F","Ideal",727
2,"SI2","G","Premium",15485
1.5,"SI2","G","Ideal",6720
1.09,"SI1","G","Very Good",5305
0.5,"VS1","E","Good",1932
0.31,"VS2","E","Ideal",627
0.75,"VS1","I","Ideal",2564
0.3,"SI1","D","Premium",709
1.1,"SI2","J","Ideal",4226
0.42,"VS1","D","Ideal",1388
0.32,"SI1","H","Very Good",449
0.71,"VS2","E","Premium",3062
1.04,"SI1","E","Premium",5894
0.9,"VS2","G","Very Good",4182
0.74,"SI1","E","Ideal",2872
1.51,"VS2","G","Ideal",13532
1,"SI2","G","Premium",3808
2.14,"SI2","G","Premium",17513
0.32,"IF","H","Ideal",814
1.54,"SI1","J","Premium",5028
0.71,"SI2","D","Ideal",2633
1.51,"SI1","E","Fair",7468
0.4,"SI1","E","Ideal",694
1.02,"VS1","F","Very Good",7682
0.39,"VVS1","F","Very Good",1107
0.32,"VS2","E","Ideal",846
0.41,"SI2","G","Very Good",656
0.76,"VS2","E","Very Good",3111
0.27,"VVS1","F","Very Good",682
0.38,"SI1","G","Very Good",666
0.26,"VS1","E","Ideal",556
0.3,"VS1","E","Ideal",736
0.71,"VS2","D","Ideal",4029
0.53,"IF","G","Ideal",2247
1.14,"IF","G","Ideal",10313
1.02,"I1","H","Premium",3199
1.5,"SI2","H","Premium",7812
0.32,"VVS2","F","Ideal",800
1,"I1","I","Fair",1805
1.01,"VS1","H","Ideal",5882
0.66,"VS1","H","Ideal",2131
0.36,"VS1","F","Ideal",803
0.38,"VS1","D","Very Good",995
1.2,"I1","I","Premium",2925
0.35,"VVS2","F","Ideal",795
0.54,"SI1","H","Ideal",1240
0.91,"SI1","F","Premium",3618
0.59,"SI1","E","Very Good",1748
0.33,"VS2","E","Ideal",873
1.32,"VS2","J","Ideal",6288
0.3,"SI1","H","Very Good",432
0.41,"VVS2","E","Ideal",1085
1.29,"SI2","H","Ideal",5926
1.7,"SI1","H","Premium",11848
0.9,"SI2","G","Very Good",3123
0.3,"SI2","D","Very Good",574
0.38,"SI1","I","Ideal",626
0.34,"IF","I","Ideal",695
0.31,"VS2","E","Premium",680
1.3,"VS1","F","Premium",11392
0.26,"VVS1","E","Ideal",599
0.43,"IF","H","Ideal",1245
1.09,"SI1","G","Premium",4322
2,"SI1","G","Very Good",18524
0.29,"VVS1","G","Ideal",607
0.74,"SI1","E","Ideal",3497
1.5,"SI2","H","Good",6770
1.24,"VS2","I","Ideal",6076
0.42,"VVS2","H","Ideal",1055
1.79,"SI1","G","Premium",14127
0.4,"SI1","G","Ideal",1020
1.03,"SI1","G","Premium",5249
0.3,"VS2","D","Ideal",710
0.55,"VVS2","E","Ideal",2374
0.7,"SI1","F","Premium",2657
0.9,"VS1","H","Very Good",4324
0.75,"SI2","G","Ideal",2378
0.54,"SI2","D","Good",1249
1.51,"VS1","H","Good",10819
0.61,"VS1","G","Ideal",2177
0.92,"SI1","G","Premium",3751
1,"SI2","H","Good",3192
0.8,"I1","G","Fair",1715
0.31,"VVS1","E","Ideal",924
0.42,"VVS1","H","Ideal",1108
1.91,"SI1","I","Premium",13367
2,"SI1","I","Fair",13764
0.6,"SI1","F","Ideal",1654
0.56,"SI1","E","Very Good",1785
0.4,"VVS1","G","Very Good",1066
2.04,"SI1","I","Premium",16942
1.04,"SI1","F","Premium",5504
0.41,"VVS1","F","Good",915
0.82,"VS2","E","Premium",3577
0.33,"VVS1","F","Ideal",880
0.33,"SI1","D","Ideal",608
1.16,"VVS2","D","Ideal",12314
1.28,"VS2","H","Ideal",7098
2,"SI1","E","Ideal",16650
0.51,"SI1","F","Premium",1274
1.51,"SI2","G","Premium",6266
0.5,"SI2","E","Ideal",1154
0.41,"SI1","G","Premium",719
1,"SI1","E","Very Good",5865
0.73,"VVS2","I","Premium",2519
1.51,"VS2","H","Premium",8630
0.24,"VS2","F","Ideal",419
0.32,"VVS2","D","Ideal",803
0.31,"VS2","F","Premium",802
0.55,"SI1","D","Premium",1819
0.51,"VS2","D","Premium",1977
0.55,"SI1","F","Ideal",1718
0.7,"SI2","F","Fair",1792
0.7,"SI1","G","Premium",2415
0.7,"SI1","F","Premium",2161
0.56,"SI1","G","Ideal",1631
0.71,"SI2","H","Ideal",2317
2.25,"SI2","I","Ideal",11104
0.61,"SI2","F","Ideal",1424
1,"SI2","G","Ideal",4861
0.38,"SI1","H","Good",633
0.44,"SI1","F","Good",970
0.72,"VVS2","F","Very Good",3338
0.3,"VS2","E","Ideal",603
0.3,"VS2","F","Ideal",605
2.16,"VS1","I","Ideal",18342
2.04,"SI2","H","Premium",14945
0.54,"VS1","H","Premium",1637
0.71,"SI1","F","Ideal",2335
1.24,"SI2","J","Very Good",4583
0.91,"SI2","F","Good",3539
1.01,"SI2","E","Good",4666
1.54,"SI1","F","Very Good",11650
1.09,"SI1","H","Good",4920
0.91,"VS1","G","Ideal",4029
0.94,"SI1","D","Very Good",4902
0.62,"SI1","J","Good",1116
1.6,"SI1","F","Ideal",13140
0.76,"VVS1","E","Ideal",4382
0.51,"VS2","F","Ideal",1687
1.05,"SI1","I","Ideal",4494
0.31,"VS1","G","Premium",802
0.32,"VVS1","F","Ideal",990
0.41,"SI1","H","Premium",876
0.5,"VS1","E","Ideal",1716
2.01,"SI2","H","Very Good",11780
0.53,"VVS2","G","Ideal",1818
1.51,"SI2","F","Very Good",8581
1.31,"VS2","F","Ideal",10243
0.73,"SI1","G","Ideal",3089
